year,Cityid,地区,地区生产总值万元,第一产业增加值万元,第二产业增加值万元,第三产业增加值万元,第一产业增加值占GDP比重,第二产业增加值占GDP比重,第三产业增加值占GDP比重,人均地区生产总值元,户籍人口万人,城镇户籍人口万人,非农业人口数万人,年平均人口万人,年末总户数万户,出生人口人,死亡人口人,自然增长率,常住人口,城镇常住人口万人,年末单位从业人员数万人,城镇私营和个体从业人员数人,年末城镇登记失业人员数人,第一产业从业人员数万人,第二产业从业人员数万人,第三产业从业人员数万人,第一产业从业人员比重,第二产业从业人员比重,第三产业从业人员比重,农林牧渔业从业人员数万人,采掘业从业人员数万人,制造业从业人员数万人,电力煤气及水生产供应业从业人员数万人,建筑业从业人员数万人,交通仓储邮电业从业人员数万人,信息传输计算机服务和软件业从业人员数万人,批发零售贸易业从业人员数万人,住宿餐饮业从业人员数万人,金融业从业人员数万人,房地产业从业人员数万人,租赁和商业服务业从业人员数万人,科研技术服务和地质勘查业从业人员数万人,水利环境和公共设施管理业从业人员数万人,居民服务和其他服务业从业人员数万人,教育业从业人员数万人,卫生社会保险和社会福利业从业人员数万人,文化体育和娱乐业从业人员数万人,公共管理和社会组织从业人员数万人,地质勘察水利管理业从业人数万人,交通仓储邮电通信业从业人员数万人,批发零售贸易餐饮业从业人员数万人,社会服务业从业人员数万人,卫生体育社会福利业从业人员数万人,教育文艺广播影视业从业人员数万人,科研综合技术服务业从业人员数万人,机关和社会团体从业人员数万人,在岗职工平均人数万人,在岗职工工资总额万元,职工平均工资元,行政区域土地面积平方公里,年末耕地总资源千公顷,人均占有耕地面积亩,人口密度人平方公里,水资源总量万立方米,地区生产总值增长率,粮食产量万吨,油料产量万吨,棉花产量万吨,蔬菜产量吨,水果产量吨,肉类产量吨,奶类产量吨,水产品产量吨,禽蛋产量吨,规模以上工业企业数个,内资企业数个,港澳台商投资企业数个,外商投资企业数个,规模以上工业总产值当年价万元,内资企业工业总产值万元,港澳台商投资企业工业总产值万元,外商投资企业工业总产值万元,从业人员年平均人数万人,产品销售收入万元,利税总额万元,本年应交增值税万元,利润总额万元,流动资产年平均余额万元,固定资产净值年平均余额万元,流动资产合计万元,固定资产合计万元,主营业务税金及附加万元,固定资产投资总额万元,房地产开发投资完成额万元,住宅开发投资完成额万元,社会消费品零售总额万元,限额以上批发零售贸易业商品销售总额万元,限额以上批发零售贸易企业数个,当年新签项目个数个,当年合同外资金额万美元,当年实际使用外资金额万美元,货物进口额万元,货物出口额万元,地方财政一般预算内收入万元,工商税收万元,地方财政一般预算内支出万元,科学支出万元,教育支出万元,年末金融机构各项贷款余额万元,年末金融机构存款余额万元,城乡居民储蓄年末余额万元,普通高等学校学校数所,普通中学学校数所,小学学校数所,中等职业教育学校数所,普通高等学校专任教师数人,普通中学专任教师数人,小学专任教师数人,中等职业教育学校专任教师数人,普通高等学校在校学生数人,普通本专科在校学生数人,普通中学在校学生数万人,小学在校学生数万人,高中阶段在校学生数人,中等职业技术学校在校学生数人,成人高等学校在校学生数人,每万人在校大学生数人,每万人在校中等职业学生数人,RD人员人,RD内部经费支出万元,专利申请数件,专利授权数件,发明专利授权数件,公共图书馆个,剧场影剧院数个,公共图书馆图书总藏量千册件,每百人公共图书馆藏书册件,博物馆数个,体育场馆数个,卫生机构数个,医院卫生院数个,医院卫生院床位数张,医生数人,客运总量万人,铁路旅客运量万人,公路客运量万人,水运客运量万人,民用航空客运量人,货运总量万吨,铁路货物运量万吨,公路货运量万吨,水运货运量万吨,民用航空货邮运量吨,年末邮政局数处,邮政业务总量万元,电信业务总量万元,本地电话年末用户数万户,移动电话年末用户数万户,国际互联网用户数户,全年用电量万千瓦时,工业用电万千瓦时,城镇生活消费用电万千瓦时,境内公路总里程公里,高速公路里程公里,工业废水排放量万吨,工业废水排放达标量万吨,工业二氧化硫去除量吨,工业二氧化硫排放量吨,工业烟尘去除量吨,工业烟尘排放量吨,工业二氧化硫产生量吨,工业烟粉尘去除量吨,工业烟粉尘排放量吨,工业氮氧化物排放量吨,生活污水处理率,生活垃圾无害化处理率,工业固体废物综合利用率,一般工业固体废物综合利用率,污水处理厂集中处理率,可吸入细颗粒物年平均浓度微克立方米,保险业承保额万元,城镇职工基本养老保险参保人数人,城镇基本医疗保险参保人数人,失业保险参保人数人,提供住宿的社会工作机构数个,养老机构数个,提供住宿的社会工作机构床位数张,养老机构床位数张,Population_density,Popjuniorcollege,Popcollege,Human_capital_index,GDP_10000yuan,PM25,ResidentsPop,RegisteredPop,Population_mobility_rate,Housing_price
2014,350300,莆田,15020721,1098014.705,8666956.017000001,5254248.206,7.31,57.7,34.98,52890,341.2,,,337.7,,,,20,,,49.057,274068,6890,.042,35.487,13.528,.09,72.34,27.57,.042,.122,20.766,.478,14.121,.821,.325,1.858,.481,1.05,.642,.338,.227,.192,.032,3.919,1.307,.179,2.159,,,,,,,,,44,2247605,50931.45,4131,,,826,,11.12,,,,,,,,,,1175,961,150,64,23150127,16385908,3993019,2771200,,,,537688,1959087,,,6905172,4827647,133085,14236819,3468656,2006248,4980264,8249025,703,25,,34092,,,1102982,,1579085,35031,477097,13153225,14322972,8585695,2,147,491,20,791,14349,13636,1134,20644,,16.43,23.13,103455,38945,11862,60,114,,,,,,,4,918,27,,,,377,12347,4741,6870,458,6169,243,,4504,56,3865,583,,66,25634,349960,65,269,1880000,,,,,,2633,,,9076,,,31140,223180,5232,,,98.09999999999999,,92.59999999999999,87,,,310091,633561,253253,,,,,825.97,,20644,60.50410316529895,15020721,,2.85,3.412129,-.164744357555063,
2015,350300,莆田,16551618,1151992.613,9492352.923,5907272.464,6.96,57.35,35.69,57873,344.26,,,342.7,,,,12.98,,,49.7,593218,7687,.041,35.385,14.274,.08,71.2,28.72,.041,.109,21.849,.47,12.957,.769,.363,2.253,.495,1.076,.661,.467,.257,.206,.044,3.944,1.332,.185,2.224,,,,,,,,,44,2304253,52149,4131,,,833,,10.5,,,,,,,,,,1248,1049,144,55,26134178,19122815,4121683,2889680,,,,562732,2041535,,,7096768,4807638,181128,17335974,4159449,2468637,5588501,9263815,863,41,,37749,,,1156473,,1887983,27503,530348,14661730,16081951,9151961,2,145,497,19,791,14333,13968,1218,21302,,16.42,24.21,,33454,,62,97,,,,,,,,945,27,,,,93,13168,4879,,,2716,264,,,,4443,643,,66,27003,313583,65,259,2530000,,,,,,2644,,,11082,,,32980,209743,4909,,,98.5,,87.73,85,,,329109,331251,266300,,,,,832.73,,21302,61.87765061290885,16551618,,2.87,3.442637,-.166336735473418,9947.777777777777
2016,350300,莆田,18234281,1267282.53,10223961.357,6743037.114,6.95,56.07,36.98,63313,350,,,347,,,,15.62,,,51.963,721500,8016,.07,36.807,15.086,.13,70.83,29.03,.07,.101,22.064,.458,14.184,.8129999999999999,.39,2.465,.467,1.128,.644,.66,.249,.21,.069,4.026,1.444,.206,2.315,,,,,,,,,46,2612961,56548,4131,,,,722000,8.949999999999999,,,,,,,,,,1261,1074,134,53,28395053,21312390,4055791,3026872,,,,525878,2785153,,,7303878,5079165,176882,19380779,3533053,2320447,6231302,10467789,1024,28,,40020,,,1157255,,2069116,24704,545006,16505828,16926778,10201395,2,146,554,18,818,14266,14233,1209,21005,,17,25,,31185,,,,,,,,,,,1086,,,,,93,13968,5244,,,2764,285,,,,4797,668,,66,30079,262898,62,272,2660000,,,,,,2504,,,6798,,,11256,228752,3538,,,98.8,,81.65000000000001,87.5,,,397029,341897,278370,,,,,,,21005,60.01428571428571,18234281,,2.89,3.498751,-.173990947055106,9941
2017,350300,莆田,,,,,,,,70646,355,,,352,94,80338,32524,13.47,,,54.141,848551,8401,.076,37.571,16.494,.14,69.39,30.46,.076,.09,22.009,.471,15.001,.866,.476,2.564,.494,1.178,.603,1.293,.256,.372,.141,3.968,1.559,.233,2.489,,,,,,,,,49,2916227,59358,4131,,,,317800,,,,,,,,,,,1221,1044,130,47,,,,,,,,550984,2455543,,,8337971,5921640,184379,,3888181,2704158,6954108,12627801,1076,31,,45413,,,1363665,,2281087,31558,550779,17916889,17752345,10870455,2,145,570,16,867,14287,14334,1177,,25180,18,26,,28204,,,,7298,237817,3533,1894,164,,,780,,2,58,,47,10843,5376,,,2849,300,,,,5346,668,,,165433,268771,,292,2660000,1231746,746744,125569,,,2169,,,3374,,,,,1239,6676,,98.5,,77.16,91.69,28,,427730,348868,328500,,,,,,25180,25180,70.92957746478874,,28,2.9,3.546732,-.18234588911708,12169.16666666667
2018,350300,莆田,22424134,1161570.141,11799579.311,9462984.548,5.18,52.62,42.2,77325,360,,,357,98,75051,18891,15.59,,,56.408,1051284,8496,.048,39.673,16.687,.09,70.33,29.58,.048,.079,23.407,.287,15.9,.651,.365,2.863,.442,1.224,.5679999999999999,1.444,.212,.301,.257,4.105,1.429,.228,2.599,,,,,,,,,52,3362659,65050,4131,,,,320500,8.27,,,,,,,,,,1203,1049,108,46,,,,,,,,573250,2920662,,,9033355,11166149,220612,,3582171,2681926,7634220,15539907,1239,37,,12630,1463415,2249838,1409651,,2279854,32205,582966,18475257,17858701,12038826,2,142,567,16,907,14449,14480,1147,,25434,18,27,,24248,,,,7100,273615,6148,2912,158,,,990,,7,67,,49,11299,5801,,,2346,288,,,,5569,413,,,203852,398528,,317,1040000,1443751,916762,101150,,,2911,,,2986,,,,,965,6060,,99.3,,84.56999999999999,93.5,27,,439901,322209,222629,,,,,,25434,25434,70.65000000000001,22424134,27,2.9,3.6026,-.195025814689391,14006.91666666667
2019,350300,莆田,25950000,1237815,13779450,10937925,4.77,53.1,42.15,89342,364,,,362,101,57860,18769,10.75,,,45.145,1212824,8673,.039,28.429,16.677,.09,62.97,36.94,.039,.008,15.178,.218,13.025,.739,.351,1.685,.307,1.453,.626,1.422,.2,.575,.092,4.328,1.596,.196,3.108,,,,,,,,,40,2841737,70204,4131,,,,278100,6.62,,,,,,,,,,1160,1019,99,42,,,,,,,,545148,3062264,,,9795240,6997295,217686,,4176633,3113776,16255693,19251998,1781,50,,13369,1623404,2304272,1431215,,2358640,24260,580855,19695011,20209533,13800506,2,142,569,17,1108,14646,14756,1198,,25061,19,28,,21191,,,,7409,344588,5252,3512,117,,,1040,,7,68,,54,16494,5972,,,1609,292,,,,4011,299,,,216031,721347,,352,2500000,1436084,858378,113602,,,2825,,,1830,,,,,1017,10047,,99.5,,90,95.15000000000001,25,,389864,320126,239889,,,,,,25061,25061,68.8489010989011,25950000,25,2.91,3.634981,-.199445609206761,12574.08333333333
2020,350300,莆田,26440000,1255900,13624532,11559568,4.75,51.53,43.72,82753,,,,,,,,,321,201,43.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2917865,75316,,,,,185700,3.28,,,,,,,,,,1114,988,83,43,,,,,,,,,3050428,,,10552454,,,,,,16122648,25733308,1850,,,,3994384,2286112,1471007,,2562741,31322,613030,22045278,22978459,,2,143,563,14,1049,15160,14989,1350,,30292,20,29,,22430,,,,,,,4580,172,,,1120,,7,,,60,14077,6618,,,287,,,,,4136,,,,,,,,,,,,6427,263,,,,2042,,,,,1183,4270,,100,,,96.27,22,,486799,307661,260550,,,,,,30292,30292,82.8782489740082,26440000,22,3.21,3.6555,-.121871153057037,12291.33333333333
2021,350300,莆田,28830000,1369425,15060792,12399783,4.75,52.24,43.01,89672,367,181,,,,,,,,,40.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2780236,83235,,,,,240000,6.35,,,,,,,,,,1125,1004,80,41,,,,,,,,,2822062,,,12291977,,,,,,17457492,34375920,2080,,,,3846866,3093400,1537834,,2480823,19169,636760,24652855,25149071,,2,145,564,12,1087,15608,16239,1257,,35198,21,29,,23319,,,,,,,5264,352,,,1130,,7,,,63,12949,6745,,,117,,,,,4443,,,,261685,304886,,352,1470000,,,,6460,263,,,,1621,,,,,977,4926,,100,,,97.62,22,,509016,324037,282237,61,56,8810,7577,,35198,35198,95.90735694822888,28830000,22,3.22,3.666916,-.121877894121382,12822.42857142857
2022,350300,莆田,31160000,1461404,16306028,13392568,4.69,52.33,42.98,97095,367,182,,,,,,,,,38.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2986011,,,,,,300000,4.03,,,,,,,,,,1161,1039,79,43,,,,,,,,,1735542,,,11486772,,,,,,18045834,21814278,2167,,,,2966290,3792718,1510519,,2769364,26461,802341,27224777,29123816,,2,148,560,12,1669,16014,16263,1319,,39439,21,29,,26584,,,,,,,4449,357,,,1170,,7,,,66,13258,7314,,,110,,,,,4395,,,,275131,323843,,360,,,,,6549,263,,,,1467,,,,,,3935,,100,,,98.15000000000001,20,,804523,340686,302879,63,58,9473,8177,,39439,39439,107.4632152588556,31160000,20,3.199,3.672788,-.128999550205457,
2013,350400,三明,14775868,2309468.168,7718913.443,4747486.388,15.63,52.24,32.13,53151,278.5,,,276.4,,,,17.6,,,24.1,319676,8769,.49,9.4,14.18,2.04,39.05,58.91,.49,1.04,4.69,1.04,2.63,1.08,.35,.83,.2,1.28,.24,.28,.3,.47,.03,3.62,1.51,.18,3.81,,,,,,,,,22,1027162,47378.32,22965,,,121,,10.33,114.79,2.63,.007,2495100,1069000,166100,3300,93328,27200,1690,1611,61,18,25747459,24429520,874508,443431,,,,677695,798227,,,5443831,5717213,148906,13341251,1620235,1079623,3855313,5712878,507,37,,12500,,,898450,,1873622,33911,393975,11153646,11845647,6010434,3,152,230,14,963,11409,12167,1491,24114,,12.65,16.08,49871,50896,9267,179,183,,,,,,12,14,2646,95,,,816,164,12249,4640,2956,197,2739,20,,9958,880,9075,3,,175,36388,211830,53,259,530000,,,,,,13337,,,46386,,,83983,4496687,33800,,,98.09999999999999,,85.02,82,,,510300,406788,276198,,,,,121.25,,24114,86.58527827648115,14775868,,2.51,2.785,-.0987432675044884,
2014,350400,三明,16212064,2448021.664,8509712.393999999,5254329.942,15.1,52.49,32.41,64590,284,,,281.2,,,,23,,,24.079,352744,8768,.445,9.284000000000001,14.349,1.85,38.56,59.59,.445,.976,4.479,.994,2.836,1.014,.339,.821,.163,1.342,.269,.291,.297,.5,.032,3.661,1.584,.19,3.846,,,,,,,,,22,1143894,53154.93,22965,,,124,,9.57,,,,,,,,,,1753,1676,59,18,30166416,28678511,994288,493617,,,,646625,807359,,,5918170,6154820,141492,16030831,1767649,1242845,4048452,6345141,560,40,,14033,,,909210,,1988757,39532,416824,11936828,12057316,6302771,3,155,230,14,1155,11442,11903,1312,24318,,12.48,16.82,48298,40802,8461,86,144,,,,,,,20,4652,164,,,,165,12425,4628,3414,541,2833,40,,11514,854,10660,,,175,42270,199447,50,244,550000,,,,,,12091,,,43586,,,91366,3871269,73165,,,98,,90.23,85,,,524500,740200,287846,,,,,123.67,,24318,85.62676056338029,16212064,,2.51,2.8401,-.116228301820358,
2015,350400,三明,17130478,2521606.362,8751961.210000001,5858623.476,14.72,51.09,34.2,67978,284.12,,,284.1,,,,11.9,,,24.521,406523,10004,.41,9.426,14.684,1.67,38.44,59.88,.41,.956,4.226,.983,3.261,.982,.337,.798,.144,1.466,.3,.317,.289,.537,.032,3.724,1.605,.192,3.961,,,,,,,,,21,1253747,59166,22965,,,124,,8.470000000000001,,,,,,,,,,1785,1705,61,19,32740802,31069456,1181075,490271,,,,489694,652423,,,6171509,6364042,170715,19120197,1302150,910127,4444655,5964567,561,27,,15636,,,936821,,2406724,44556,497170,12071004,13337535,6758402,3,156,233,14,1185,11385,11834,1309,24654,,12.28,17.64,,33720,,87,119,,,,,,,,4998,176,,,,165,12551,4954,,,2270,35,,,,8544,,,175,49163,188734,50,252,540000,,,,,,9986,,,37567,,,101592,3755142,62656,,,98.51000000000001,,92.5,85.19,,,327007,403039,305607,,,,,123.67,,24654,86.77319442489089,17130478,,2.53,2.8421,-.109813166320678,7483.555555555556
2016,350400,三明,18608197,2755873.976,9322706.697000001,6529616.327,14.81,50.1,35.09,73261,287,,,285,,,,13.32,,,24.013,478922,10080,.393,8.654,14.966,1.64,36.04,62.33,.393,.77,4.023,.9429999999999999,2.918,.956,.365,.781,.134,1.59,.323,.365,.292,.478,.033,3.735,1.672,.159,4.085,,,,,,,,,21,1341611,64324,23095,,,,3905400,7.8,,,,,,,,,,1796,1720,58,18,36059908,34327281,1376571,356056,,,,429412,898112,,,6423296,6351966,153994,21417227,1043666,695595,4806339,6467270,640,26,,17090,,,946978,,2538020,44261,514457,12644809,14900918,7434856,3,158,234,14,1188,11275,11968,1309,24648,,12,18,,30701,,,,,,,,,,,5092,,,,,165,12692,5033,,,2343,34,70000,,,9288,,81,175,58483,231139,51,253,670000,,,,,,6566,,,20907,,,52913,3947384,47471,,,98.7,,94.33,85.92,,,416062,402855,320459,,,,,,,24648,85.88153310104529,18608197,,2.55,2.8746,-.112920058442914,7284.166666666667
2017,350400,三明,,,,,,,,83440,288,,,287,78,62633,42462,7,,,24.354,543807,10227,.375,8.618,15.361,1.54,35.39,63.07,.375,.68,3.906,.888,3.145,.972,.362,.819,.112,1.709,.344,.37,.297,.479,.036,3.823,1.742,.159,4.136,,,,,,,,,22,1575111,71555,22965,,,,1963800,,,,,,,,,,,1770,1695,53,22,,,,,,,,511441,1475418,,,7253571,6410999,160024,,1092063,725184,5334337,7409364,668,27,,18441,,,1007599,,2909650,46013,569187,13129425,16637205,8426589,3,156,234,14,1194,11397,12011,1290,,25266,13,19,,29253,,,,6310,206761,4294,2765,141,,,2640,,13,21,,46,10365,5439,,,2329,27,200000,,,10619,,374,,69980,206350,,244,760000,1447863,1076664,117391,,,5073,,,14932,,,,,24594,27317,,98.87,,93.36,87.83,21,,421449,404595,330780,,,,,,25266,25266,87.72916666666667,,21,2.57,2.8751,-.106118048067893,7716
2018,350400,三明,23537162,2739725.657,12378193.496,8419242.846999999,11.64,52.59,35.77,91406,289,,,288,78,48017,11609,12.59,,,25.05,607694,11377,.342,9.336,15.371,1.36,37.27,61.36,.342,.591,4.236,.591,3.918,.859,.349,.637,.1,1.784,.399,.345,.253,.412,.033,3.892,1.783,.156,4.369,,,,,,,,,21,1699118,79202,22965,,,,1445000,7.55,,,,,,,,,,1686,1621,44,21,,,,,,,,540289,2076661,,,7343986,5959638,183633,,1214582,865436,5884962,8448069,650,45,,3978,78053,1649206,1076421,,2970992,34507,605776,13674751,17376566,9390280,3,157,233,14,1301,11507,12166,1294,,27309,13,20,,25850,,,,8336,247444,3844,2956,115,,,2720,,13,21,,53,11014,5945,,,2065,37,200000,,,10867,,294,,76727,202544,,252,920000,1519964,1105098,132857,,,4625,,,13731,,,,,23045,28993,,99.63,,93.73999999999999,90.11,19,,435924,410546,220725,,,,,,27309,27309,94.49480968858131,23537162,19,2.58,2.8913,-.107667831079445,7966.666666666667
2019,350400,三明,26020000,3031330,14029984,8956084,11.65,53.92,34.42,100641,289,,,289,79,39769,20563,6.66,,,25.21,,18812143,.261,8.547000000000001,16.403,1.04,33.9,65.06,.261,.655,3.842,.601,3.449,.898,.278,.776,.096,2.067,.498,.375,.324,.4,.06,4.1,1.821,.16,4.55,,,,,,,,,22,18812143,86559,22965,,,,2792700,8,,,,,,,,,,1742,1670,52,20,,,,,,,,519842,1976496,,,7832019,6355841,203417,,1356329,1076998,7840850,13599906,782,30,,1941,78184,1766491,1077607,,3165751,32087,642519,15233295,18905898,10668165,3,155,233,14,1726,11579,12470,1303,,32969,13,21,,25203,,,,8699,281565,3826,2201,115,,,2820,,13,29,,56,11466,6406,,,1588,62,260000,,,8407,,259,,86842,196047,,263,1030000,1658127,1205134,141329,,,4754,,,12323,,,,,23553,28980,,99.84,,93.3,91.63,17,,446666,414391,232982,,,,,,32969,32969,114.0795847750865,26020000,17,2.59,2.885353,-.102362865132966,9154.25
2020,350400,三明,27020000,3150532,14020678,9859598,11.66,51.89,36.49,108304,,,,,,,,,249,157,26.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,21034402,90508,,,,,1421700,4.1,,,,,,,,,,1787,1718,52,17,,,,,,,,,1572186,,,7781888,,,,,,7817132,14201884,878,,,,1065876,88412,1111556,,3344425,24511,695659,16976097,20820832,,3,158,239,14,1575,11704,12869,1324,,45375,14,22,,26665,,,,,,,3616,137,,,2880,,14,,,59,12408,6662,,,571,,,,,8602,,,,,,,,,,,,15395,756,,,,9362,,,,,14827,25465,,100,,,84.81,15,,445889,424850,250298,,,,,,45375,45375,157.5520833333333,27020000,15,2.49,2.8784,-.134936075597554,10056
2021,350400,三明,29530000,3251253,15030770,11250930,11.01,50.9,38.1,118852,287,109,,,,,,,,,25.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2384673,99287,,,,,1160000,5.8,,,,,,,,,,1747,1685,46,16,,,,,,,,,1798466,,,8314051,,,,,,8518749,14356254,780,,,,72000,1165001,1135124,,3095584,21652,717729,18823173,21882843,,4,154,244,16,1758,11797,13039,1517,,58442,14,22,,29831,,,,,,,4738,184,,,2970,,14,,,60,12717,7149,,,906,,,,,9277,,,,105895,217172,,273,1180000,,,,15699,912,,,,7521,,,,,13345,24015,,100,,,85.15000000000001,17,,657403,437557,275385,141,129,11000,10093,,58442,58442,203.6306620209059,29530000,17,2.48,2.868008,-.135288325555577,10484.85714285714
2022,350400,三明,31100000,3396120,15808130,11895750,10.92,50.83,38.25,126044,286,109,,,,,,,,,22.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2278978,,,,,,2180000,3.1,,,,,,,,,,1550,1498,33,19,,,,,,,,,743422,,,7690846,,,,,,8832717,10961332,892,,,,75000,1379000,1113543,,3495690,20715,784928,21001722,23895851,,4,151,235,16,1809,12078,13019,1560,,60787,15,22,,31449,,,,,,,3659,297,,,3060,,14,,,60,13333,7466,,,898,,,,,8538,,,,114127,235620,,242,,,,,16016,943,,,,6519,,,,,,17397,,100,,,83.81999999999999,13,,788392,448245,292034,144,131,12417,11510,,60787,60787,212.5419580419581,31100000,13,2.455,2.856099,-.140435958277357,
2011,350500,泉州,42708864,1516164.672,26624705.818,14567993.51,3.55,62.34,34.11,52245,689.5,,,687.4,,,,7.1,,,173.95,702657,16475,.36,146.82,26.77,.21,84.40000000000001,15.39,.36,1.64,118.42,1.52,25.24,1.88,.95,2.7,1.29,1.94,.99,.54,.28,.27,.1,8.640000000000001,2.1,.33,4.76,,,,,,,,,169,6070515,35901.09,11015,,,626,,13.5,79.7,5.49,,1213300,467900,236300,9100,1006230,38700,4004,2303,1193,508,79618307,36348307,27304961,15965039,,,,1998789,8064251,,,25740520,17853619,879549,15282332,2743607,1634031,14620868,13229808,1023,170,,161511,,,2420856,,2969907,67413,700505,30209719,37796692,20496672,17,340,1396,64,6305,30797,29524,3555,118121,,38.76,56.83,278725,113762,8934,171,165,,,,,,10,63,4518,66,,,950,233,21103,10243,14346,535,13604,9,1980000,14148,1032,7334,5778,41465,205,53255,933072,231,901,1491796,,,,,,20716,,,99210,,,201383,1131273,49955,,,97.98999999999999,94,,82.62,,,877098,1661115,517658,,,,,625.97,,118121,171.313995649021,42708864,,,,,8594
2012,350500,泉州,47264953,1607008.402,29408253.757,16254417.337,3.4,62.22,34.39,57291,693.2,,,691.3,,,,7.4,,,174.9,805417,17407,.36,145.35,29.18,.19,83.11,16.7,.36,.87,114.86,1.44,28.18,1.6,.92,3.87,1.66,2.19,1.19,.51,.28,.29,.16,8.76,2.3,.38,5.07,,,,,,,,,170,7000891,41116.41,11015,,,629,,12.26,75.3,5.5,,1211000,463000,236000,9000,1015233,39800,4270,2545,1219,506,83784938,39764859,26424083,17595996,,,,2336690,6582456,,,31010643,18924464,1306069,19634212,3955003,2439853,17066381,17068376,1512,106,,131960,,,2934560,,3564437,74016,826325,35276787,45107265,23757917,17,331,1381,58,6351,30519,30027,3456,117599,,36.42,59.2,258811,106874,8953,170,154,,,,,,10,23,4470,64,,,1040,242,24198,11225,14208,568,13411,14,2150000,16283,1038,8472,6769,35711,214,58979,997200,236,1001,1600000,,,,,,20535,,,100569,,,335225,1578995,52294,,,98.03,,95.25,83,,,1112363,2609764,563957,,,,,629.29,,117599,169.6465666474322,47264953,,,,,8421.416666666666
2013,350500,泉州,52180021,1711504.689,32268124.986,18200391.325,3.28,61.84,34.88,74119,703.5,,,698.3,,,,15.4,,,163.7,944049,18694,.39,130.67,32.65,.24,79.81999999999999,19.94,.39,.5,97.39,1.57,31.21,2.55,1.15,4.32,1.74,2.28,1.61,.83,.36,.27,.16,8.970000000000001,2.54,.4,5.47,,,,,,,,,162,7250776,44896.45,11015,,,639,,10.4,75.28,5.58,,1240300,442700,222700,9300,1032083,35700,4405,2694,1216,495,93791087,46957207,29199216,17634664,,,,2571139,7172290,,,35383885,19956229,1223865,24435088,5854460,3834409,19455675,23740046,1771,111,,139112,,,3469079,,4222149,92275,919227,40158027,54091578,27067001,17,324,1349,44,6597,30219,30618,3181,118697,,36.4,61.38,235934,100409,10789,335,143,,,,,,10,23,5234,74,,,1057,244,27893,12041,14387,705,13407,12,2630000,17272,597,9944,6727,40000,218,310900,1080200,239,1115,2080000,,,,,,20080,,,90615,,,236134,1544949,52600,,,99.09999999999999,,96.22,85.5,,,1141023,1015846,607029,,,,,638.68,,118697,168.7235252309879,52180021,,8.460000000000001,7.0351,.202541541698057,8450.166666666666
2014,350500,泉州,57333576,1725740.638,35535350.405,20078218.315,3.01,61.98,35.02,68254,716.2,,,709.9,,,,18.2,,,157.142,1010495,18992,.386,124.1,32.655,.25,78.97,20.78,.386,.471,88.62,1.523,33.487,2.318,.965,4.15,1.59,2.196,1.822,1.035,.357,.306,.18,9.16,2.684,.444,5.449,,,,,,,,,152,7442379,48963.02,11015,,,650,,10.1,,,,,,,,,,4438,2819,1158,461,106994303,55792568,32649006,18552729,,,,2666582,7556960,,,39385180,23514610,1655223,28743268,7759511,5133949,21894296,28644373,1984,126,,148950,,,3801056,,4767231,105743,1044582,46736402,57785320,28208857,18,324,1347,43,6641,30426,31839,3086,122159,,36.74,65.17,207904,82021,16821,171,114,,,,,,,34,5390,75,,,,246,31189,13210,9892,894,8706,14,2780000,20423,580,11905,7934,40000,220,334007,1012228,226,991,1850000,,,,,,19258,,,110699,,,269179,1981612,68355,,,98.40000000000001,,97.64,87.7,,,1224921,1537548,627867,,,,,650.22,,122159,170.5654845015359,57333576,,8.529999999999999,7.162161,.190981325329045,8691
2015,350500,泉州,61377139,1786074.745,36795594.83,22795469.425,2.91,59.95,37.14,72421,722.45,,,719.3,,,,12.17,,,150.563,1206027,20947,.388,116.945,33.231,.26,77.67,22.07,.388,.421,80.116,1.523,34.884,2.454,1.027,4.187,1.538,2.222,1.866,1.063,.357,.297,.132,9.305999999999999,2.737,.461,5.585,,,,,,,,,145,7858347,54044,11015,,,655,,8.9,,,,,,,,,,4420,2874,1126,420,113981233,61733355,35697233,16550645,,,,2972216,8129166,,,39144000,24505886,2604073,34062486,6815890,4362853,24595881,31025254,2165,102,,158036,,,3883036,,5398893,123785,1228361,52849831,63525571,31032166,18,325,1340,41,6689,30668,33109,3102,124078,,37.58,68.81999999999999,,88582,,172,123,,,,,,,,7306,101,,,,248,33173,14010,,,7116,13,3640000,,,13524,9341,43000,220,394800,979231,215,922,2300000,,,,,,19185,,,94699,,,300811,1960612,65568,,,98.59,,97.98999999999999,86.51000000000001,,,1284862,1151058,652539,,,,,655.47,,124078,171.7461416014949,61377139,,8.58,7.2245,.187625441207004,8274.333333333334
